,src_bytes,service,diff_srv_rate,flag,dst_bytes,dst_host_diff_srv_rate,count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,label
21462,0,private,0.07,S0,0,0.07,110,14,0.05,1.0,dos
21463,0,vmnet,0.05,S0,0,0.07,274,5,0.02,1.0,dos
21464,383,ftp_data,0.0,SF,0,0.01,2,131,0.51,0.0,normal
21465,520,ecr_i,0.0,SF,0,0.0,378,255,1.0,0.0,dos
21466,297,http,0.0,SF,2635,0.0,3,255,1.0,0.0,normal
21467,8,eco_i,0.0,SF,0,0.0,1,29,1.0,0.0,probe
21468,28,private,0.0,SF,0,0.02,23,23,0.09,0.0,dos
21469,567,ftp_data,0.0,SF,0,0.03,1,55,0.24,0.0,normal
21470,337,http,0.0,SF,942,0.0,14,84,1.0,0.0,normal
21471,0,private,0.06,S0,0,0.07,95,29,0.11,1.0,dos
21472,8,eco_i,0.0,SF,0,0.0,1,9,1.0,0.0,probe
21473,0,http,0.0,S0,0,0.0,2,255,1.0,0.03,normal
21474,300,http,0.0,SF,321,0.0,8,255,1.0,0.0,normal
21475,308,http,0.0,SF,5975,0.0,1,255,1.0,0.0,normal
21476,8,eco_i,0.0,SF,0,0.0,1,132,1.0,0.0,probe
21477,0,smtp,0.0,S0,0,0.07,8,142,0.27,0.93,dos
21478,1286,smtp,0.0,SF,327,0.6,1,1,0.2,0.0,normal
21479,0,private,0.05,S0,0,0.06,252,10,0.04,1.0,dos
21480,226,http,0.0,SF,2663,0.0,3,255,1.0,0.01,normal
21481,191,http,0.0,SF,511,0.0,10,255,1.0,0.0,normal
21482,0,ldap,0.07,REJ,0,0.08,101,1,0.0,0.0,dos
21483,0,http,0.0,REJ,0,0.0,1,165,1.0,0.0,normal
21484,300,http,0.0,SF,561,0.0,14,123,1.0,0.0,normal
21485,0,ctf,0.07,S0,0,0.09,259,6,0.02,1.0,dos
21486,182,urp_i,1.0,SF,0,0.05,2,3,0.05,0.0,normal
21487,190,http,0.0,SF,1490,0.0,3,255,1.0,0.0,normal
21488,0,vmnet,0.07,S0,0,0.08,238,17,0.07,1.0,dos
21489,326,http,0.0,SF,2510,0.0,6,255,1.0,0.0,normal
21490,231,http,0.0,SF,421,0.0,2,255,1.0,0.0,normal
21491,0,imap4,0.07,S0,0,0.07,228,1,0.0,1.0,dos
21492,0,daytime,0.06,S0,0,0.05,168,16,0.06,1.0,dos
21493,2091,smtp,0.0,SF,333,0.06,3,173,0.63,0.01,normal
21494,230,http,0.0,SF,774,0.0,24,255,1.0,0.0,normal
21495,0,netbios_dgm,0.07,S0,0,0.08,81,2,0.01,1.0,dos
21496,204766,smtp,0.0,SF,329,0.0,1,194,1.0,0.0,normal
21497,18,eco_i,0.0,SF,0,0.0,1,6,1.0,0.0,probe
21498,1611,smtp,0.0,SF,331,0.05,1,170,0.72,0.0,normal
21499,187,http,0.0,SF,6402,0.0,2,255,1.0,0.0,normal
21500,0,uucp,0.07,RSTO,0,0.07,101,1,0.0,0.0,dos
21501,0,other,1.0,REJ,0,1.0,511,1,0.0,0.03,probe
21502,319,http,0.0,SF,1713,0.0,13,255,1.0,0.0,normal
21503,147,other,0.0,SF,105,0.68,1,1,0.0,0.0,normal
21504,165,http,0.0,SF,22461,0.0,1,255,1.0,0.0,normal
21505,567,ftp_data,0.0,SF,0,0.02,2,110,0.43,0.0,normal
21506,0,other,1.0,REJ,0,1.0,511,1,0.0,0.01,probe
21507,229,http,0.0,SF,1075,0.01,2,248,0.97,0.0,normal
21508,0,private,0.06,S0,0,0.07,118,9,0.08,1.0,dos
21509,0,telnet,0.16,S0,0,0.02,25,47,0.25,0.99,dos
21510,0,private,0.06,S0,0,0.07,265,20,0.08,1.0,dos
21511,8,eco_i,0.0,SF,0,0.0,1,81,1.0,0.0,probe
21512,0,other,1.0,REJ,0,1.0,509,1,0.0,0.08,probe
21513,16115,ftp_data,0.0,SF,0,0.02,10,61,0.3,0.0,normal
21514,1276,smtp,0.0,SF,368,0.08,1,182,0.68,0.01,normal
21515,0,login,0.07,S0,0,0.06,110,13,0.05,1.0,dos
21516,8,eco_i,0.0,SF,0,0.0,1,76,1.0,0.0,probe
21517,8,eco_i,0.0,SF,0,0.0,1,129,1.0,0.0,probe
21518,0,uucp_path,0.06,S0,0,0.07,216,16,0.06,1.0,dos
21519,0,mtp,0.05,S0,0,0.05,259,23,0.09,1.0,dos
21520,0,systat,0.06,REJ,0,0.07,247,4,0.02,0.0,dos
21521,1136,smtp,0.0,SF,340,0.03,1,180,0.64,0.0,normal
21522,0,private,0.05,S0,0,0.06,128,3,0.01,1.0,dos
21523,297,http,0.0,SF,616,0.0,21,255,1.0,0.0,normal
21524,246,http,0.0,SF,11889,0.0,6,226,1.0,0.0,normal
21525,305,http,0.0,SF,520,0.0,27,255,1.0,0.0,normal
21526,42,domain_u,0.0,SF,42,0.0,16,255,1.0,0.0,normal
21527,1594,smtp,0.0,SF,334,0.0,1,81,1.0,0.0,normal
21528,263,http,0.0,SF,501,0.0,1,255,1.0,0.0,normal
21529,221,http,0.0,SF,534,0.0,37,255,1.0,0.0,normal
21530,0,finger,0.1,S0,0,0.02,41,61,0.24,1.0,dos
21531,53776,http,0.0,RSTR,7300,0.0,3,70,1.0,0.0,dos
21532,8,eco_i,0.0,SF,0,0.0,1,78,1.0,0.0,probe
21533,304,http,0.0,SF,1680,0.0,10,255,1.0,0.01,normal
21534,0,private,0.07,REJ,0,0.07,189,7,0.03,0.0,dos
21535,214,http,0.0,SF,5320,0.0,32,255,1.0,0.0,normal
21536,293,http,0.0,SF,1579,0.0,17,255,1.0,0.0,normal
21537,298,http,0.0,SF,461,0.0,1,255,1.0,0.0,normal
21538,147,other,0.5,SF,105,0.42,6,2,0.01,0.0,normal
21539,270,http,0.0,SF,6771,0.0,9,255,1.0,0.0,normal
21540,0,private,0.06,S0,0,0.06,207,16,0.06,1.0,dos
21541,226,http,0.0,SF,5019,0.0,22,255,1.0,0.0,normal
21542,8,finger,0.0,SF,138,0.02,1,13,0.05,0.0,normal
21543,0,imap4,0.0,SH,0,0.0,2,8,1.0,0.62,r2l
21544,214,http,0.0,SF,3370,0.0,1,255,1.0,0.0,normal
21545,0,uucp_path,0.07,S0,0,0.08,153,8,0.03,1.0,dos
21546,295,http,0.0,SF,288,0.0,4,255,1.0,0.0,normal
21547,1411,smtp,0.0,SF,336,0.02,1,157,0.64,0.0,normal
21548,214,http,0.0,SF,9765,0.0,22,255,1.0,0.0,normal
21549,342,http,0.0,SF,753,0.0,7,255,1.0,0.0,normal
21550,30,ecr_i,0.0,SF,0,0.0,1,204,1.0,0.0,normal
21551,1032,ecr_i,0.0,SF,0,0.04,510,143,0.56,0.0,dos
21552,323,http,0.0,SF,903,0.0,2,255,1.0,0.0,normal
21553,342,http,0.0,SF,12009,0.0,8,255,1.0,0.0,normal
21554,232,http,0.0,SF,3226,0.0,3,255,1.0,0.0,normal
21555,44,domain_u,0.0,SF,132,0.01,69,216,0.85,0.0,normal
21556,192,http,0.0,SF,758,0.0,3,255,1.0,0.0,normal
21557,218,http,0.0,SF,390,0.0,5,255,1.0,0.0,normal
21558,0,private,0.06,S0,0,0.07,272,2,0.01,1.0,dos
21559,1032,ecr_i,0.0,SF,0,0.01,511,188,0.74,0.0,dos
21560,0,bgp,0.06,S0,0,0.07,270,8,0.03,1.0,dos
21561,1032,ecr_i,0.0,SF,0,0.0,211,255,1.0,0.0,dos
21562,293,http,0.0,SF,185,0.0,8,255,1.0,0.0,normal
21563,0,private,0.06,S0,0,0.07,284,9,0.04,1.0,dos
21564,2620,smtp,0.0,SF,326,0.02,1,183,0.72,0.0,normal
21565,0,X11,0.5,REJ,0,0.03,4,6,0.05,0.0,normal
21566,330,http,0.0,SF,914,0.0,4,255,1.0,0.01,normal
21567,305,http,0.0,SF,759,0.0,1,255,1.0,0.0,normal
21568,0,hostnames,0.05,S0,0,0.05,292,23,0.09,1.0,dos
21569,0,private,0.05,S0,0,0.07,129,14,0.05,1.0,dos
21570,0,private,0.0,RSTR,0,0.05,1,1,0.01,0.0,probe
21571,246,http,0.0,SF,1860,0.0,3,255,1.0,0.0,normal
21572,222,http,0.0,SF,3594,0.0,61,255,1.0,0.0,normal
21573,261,http,0.0,SF,3834,0.01,8,245,0.96,0.0,normal
21574,832,ftp_data,0.0,SF,0,0.0,1,35,1.0,0.0,r2l
21575,46,domain_u,0.01,SF,71,0.01,293,254,1.0,0.0,normal
21576,1059,ftp,0.0,SF,3081,0.32,1,59,0.26,0.0,normal
21577,1477,smtp,0.0,SF,335,0.02,1,88,0.7,0.0,normal
21578,0,discard,0.04,S0,0,0.06,141,10,0.04,1.0,dos
21579,7940,ftp_data,0.0,SF,0,0.03,1,21,0.18,0.0,normal
21580,0,courier,0.05,S0,0,0.06,112,17,0.07,1.0,dos
21581,0,time,0.07,RSTO,0,0.07,177,12,0.05,0.0,dos
21582,0,private,0.05,S0,0,0.04,127,17,0.07,1.0,dos
21583,228,http,0.0,SF,11390,0.0,16,255,1.0,0.0,normal
21584,388,http,0.0,SF,138,0.0,1,255,1.0,0.0,normal
21585,0,private,0.06,S0,0,0.08,300,9,0.04,1.0,dos
21586,297,http,0.0,SF,392,0.0,7,255,1.0,0.0,normal
21587,44,domain_u,0.0,SF,128,0.01,78,254,1.0,0.0,normal
21588,186,http,0.0,SF,784,0.0,3,255,1.0,0.0,normal
21589,147,other,0.0,SF,105,0.48,1,1,0.0,0.0,normal
21590,216,http,0.0,SF,1798,0.0,3,255,1.0,0.0,normal
21591,0,uucp,0.06,S0,0,0.07,142,4,0.02,1.0,dos
21592,0,private,0.0,REJ,0,1.0,1,2,0.08,0.0,probe
21593,219,http,0.0,SF,6912,0.0,36,255,1.0,0.0,normal
21594,215,http,0.0,SF,626,0.0,14,255,1.0,0.0,normal
21595,0,private,0.08,S0,0,0.07,76,9,0.04,1.0,dos
21596,0,private,0.07,S0,0,0.07,123,12,0.05,1.0,dos
21597,0,http,0.0,REJ,0,0.0,1,47,1.0,0.0,normal
21598,641,ftp_data,0.0,SF,0,0.02,2,139,0.58,0.0,normal
21599,0,klogin,0.06,S0,0,0.07,142,7,0.03,1.0,dos
21600,0,finger,0.07,RSTO,0,0.07,245,8,0.03,0.0,dos
21601,305,http,0.0,SF,8181,0.0,8,255,1.0,0.0,normal
21602,30,eco_i,0.0,SF,0,0.0,1,189,1.0,0.0,normal
21603,0,Z39_50,0.05,S0,0,0.05,201,21,0.08,1.0,dos
21604,8,eco_i,0.0,SF,0,0.0,1,21,1.0,0.0,probe
21605,105,private,0.0,SF,146,0.08,1,20,0.83,0.0,normal
21606,17,domain_u,0.0,SF,17,0.01,1,250,0.98,0.0,normal
21607,256,http,0.0,SF,4486,0.01,1,223,0.94,0.0,normal
21608,293,http,0.0,SF,3542,0.0,15,255,1.0,0.01,normal
21609,0,private,0.06,S0,0,0.06,127,2,0.01,1.0,dos
21610,331,http,0.0,SF,924,0.0,6,255,1.0,0.0,normal
21611,0,daytime,0.08,S0,0,0.07,146,6,0.02,1.0,dos
21612,0,Z39_50,0.06,S0,0,0.07,248,11,0.04,1.0,dos
21613,338,http,0.0,SF,363,0.0,7,255,1.0,0.0,normal
21614,0,imap4,0.06,S0,0,0.07,286,13,0.05,1.0,dos
21615,230,http,0.0,SF,774,0.0,20,255,1.0,0.0,normal
21616,145,other,0.0,SF,105,0.66,2,2,0.01,0.0,normal
21617,8,eco_i,0.0,SF,0,0.0,1,102,1.0,0.0,probe
21618,0,private,0.07,REJ,0,0.09,118,4,0.04,0.0,dos
21619,227,http,0.0,SF,5175,0.0,4,255,1.0,0.0,normal
21620,43,domain_u,0.0,SF,125,0.02,69,215,0.84,0.0,normal
21621,0,csnet_ns,0.06,REJ,0,0.07,231,15,0.06,0.0,dos
21622,0,private,0.06,S0,0,0.07,285,8,0.03,1.0,dos
21623,0,private,0.06,S0,0,0.07,134,39,0.15,1.0,dos
21624,0,private,0.0,RSTR,0,0.7,1,1,0.01,0.04,probe
21625,8,eco_i,0.0,SF,0,0.0,1,119,1.0,0.0,probe
21626,0,auth,0.05,S0,0,0.06,207,15,0.06,1.0,dos
21627,45,domain_u,0.0,SF,98,0.03,10,89,0.75,0.01,normal
21628,0,hostnames,0.06,S0,0,0.07,226,19,0.07,1.0,dos
21629,44,domain_u,0.0,SF,44,0.0,209,255,1.0,0.0,normal
21630,0,systat,0.07,REJ,0,0.07,258,9,0.04,0.0,dos
21631,0,mtp,0.06,S0,0,0.07,265,12,0.05,1.0,dos
21632,295,http,0.0,SF,12884,0.0,5,178,1.0,0.0,normal
21633,191,http,0.0,SF,491,0.0,2,255,1.0,0.0,normal
21634,0,http,0.0,REJ,0,0.0,1,252,1.0,0.0,normal
21635,44,domain_u,1.0,SF,115,0.03,2,55,0.92,0.0,normal
21636,6,finger,0.0,SF,147,0.05,1,3,0.01,0.56,normal
21637,0,supdup,0.07,S0,0,0.07,215,19,0.07,1.0,dos
21638,12984,ftp_data,0.0,S3,0,0.06,2,47,0.1,0.03,normal
21639,0,courier,0.05,S0,0,0.05,149,19,0.07,1.0,dos
21640,0,http_443,0.07,S0,0,0.07,125,2,0.01,1.0,dos
21641,327,http,0.0,SF,349,0.0,1,113,1.0,0.0,normal
21642,252,http,0.0,SF,2416,0.0,3,255,1.0,0.0,normal
21643,1445,smtp,0.0,SF,329,0.07,1,87,0.55,0.01,normal
21644,202,http,0.0,SF,1497,0.0,12,255,1.0,0.0,normal
21645,218,http,0.0,SF,2683,0.0,5,255,1.0,0.0,normal
21646,0,hostnames,0.07,S0,0,0.07,205,19,0.07,1.0,dos
21647,1342,smtp,0.0,SF,331,0.02,1,162,0.61,0.0,normal
21648,0,nnsp,0.06,S0,0,0.07,119,14,0.05,1.0,dos
21649,0,domain,0.07,S0,0,0.08,232,7,0.03,1.0,dos
21650,341,http,0.0,SF,284,0.0,26,255,1.0,0.0,normal
21651,0,systat,0.06,REJ,0,0.07,148,16,0.06,0.0,dos
21652,0,private,0.0,RSTR,0,1.0,1,1,0.0,0.0,probe
21653,205,http,0.0,SF,3978,0.0,3,255,1.0,0.0,normal
21654,0,ftp_data,0.04,S0,0,0.05,139,18,0.07,1.0,dos
21655,1525,ftp,0.0,SF,4152,0.05,1,20,0.13,0.02,normal
21656,54540,http,0.0,RSTR,8314,0.0,4,255,1.0,0.01,dos
21657,0,private,0.05,S0,0,0.05,202,13,0.05,1.0,dos
21658,288,http,0.0,SF,15621,0.0,8,255,1.0,0.0,normal
21659,767,smtp,1.0,SF,332,0.3,2,33,0.7,0.0,normal
21660,0,http,0.05,S0,0,0.05,192,17,0.07,1.0,dos
21661,313,http,0.0,SF,25517,0.0,6,255,1.0,0.0,normal
21662,1031,smtp,0.0,SF,391,0.06,1,26,0.1,0.0,normal
21663,0,other,1.0,REJ,0,1.0,382,1,0.0,0.11,probe
21664,1032,ecr_i,0.0,SF,0,0.01,511,78,0.35,0.0,dos
21665,0,ssh,0.06,S0,0,0.07,133,25,0.1,1.0,dos
21666,0,http,0.0,RSTO,0,0.0,3,255,1.0,0.0,normal
21667,194,http,0.0,SF,6396,0.0,12,255,1.0,0.0,normal
21668,0,iso_tsap,0.08,S0,0,0.07,198,2,0.01,1.0,dos
21669,0,private,0.07,S0,0,0.07,102,4,0.02,1.0,dos
21670,105,private,1.0,SF,147,0.01,2,246,0.96,0.0,normal
21671,1194,smtp,0.0,SF,391,0.05,1,87,0.34,0.4,normal
21672,300,http,0.0,SF,1197,0.0,3,255,1.0,0.14,normal
21673,0,finger,0.06,RSTO,0,0.07,143,18,0.07,0.0,dos
21674,205,http,0.0,SF,3433,0.0,19,255,1.0,0.0,normal
21675,0,iso_tsap,0.06,S0,0,0.07,235,10,0.04,1.0,dos
21676,1,private,0.0,RSTR,0,0.74,2,2,0.01,0.0,probe
21677,8,eco_i,0.0,SF,0,0.0,1,129,1.0,0.0,probe
21678,0,discard,0.04,S0,0,0.05,135,5,0.02,1.0,dos
21679,44,domain_u,0.01,SF,69,0.01,259,254,1.0,0.0,normal
21680,304,http,0.0,SF,1075,0.01,5,246,0.96,0.0,normal
21681,288,http,0.0,SF,337,0.0,24,255,1.0,0.0,normal
21682,0,private,0.06,S0,0,0.09,204,6,0.02,1.0,dos
21683,230,http,0.0,SF,689,0.0,9,255,1.0,0.0,normal
21684,0,sql_net,0.07,S0,0,0.09,117,11,0.04,1.0,dos
21685,45,domain_u,0.0,SF,73,0.0,115,255,1.0,0.0,normal
21686,0,vmnet,0.05,S0,0,0.05,223,25,0.1,1.0,dos
21687,215,private,0.0,SF,0,0.01,1,129,0.84,0.0,probe
21688,44,domain_u,0.0,SF,75,0.01,146,231,0.91,0.0,normal
21689,0,finger,0.09,S0,0,0.06,45,35,0.14,1.0,dos
21690,0,uucp_path,0.06,S0,0,0.07,231,16,0.06,1.0,dos
21691,0,private,0.07,REJ,0,0.07,70,10,0.04,0.0,dos
21692,0,http,0.0,REJ,0,0.0,1,239,1.0,0.0,normal
21693,317,http,0.0,SF,2186,0.0,22,255,1.0,0.0,normal
21694,0,whois,0.06,S0,0,0.07,109,10,0.04,1.0,dos
21695,0,private,0.06,S0,0,0.05,279,15,0.06,1.0,dos
21696,286,ftp,0.0,SF,903,0.05,1,41,0.26,0.0,normal
21697,147,other,0.0,SF,0,0.67,1,1,0.17,0.0,normal
21698,0,netstat,0.05,S0,0,0.05,295,24,0.09,1.0,dos
21699,340,http,0.0,SF,1529,0.0,14,255,1.0,0.0,normal
21700,46,domain_u,0.01,SF,138,0.01,291,221,0.87,0.0,normal
21701,214,http,0.0,SF,307,0.0,2,255,1.0,0.0,normal
21702,0,sunrpc,0.05,S0,0,0.07,299,20,0.08,1.0,dos
21703,0,mtp,0.06,REJ,0,0.07,277,9,0.04,0.0,dos
21704,0,smtp,0.41,RSTOS0,0,0.31,194,2,0.01,0.5,probe
21705,188,http,0.0,SF,585,0.01,1,238,0.93,0.0,normal
21706,0,http,0.0,REJ,0,0.0,1,194,1.0,0.0,normal
21707,8,eco_i,0.0,SF,0,0.0,1,44,1.0,0.0,probe
21708,520,ecr_i,0.0,SF,0,0.0,120,255,1.0,0.0,dos
21709,0,link,0.05,S0,0,0.05,266,24,0.09,1.0,dos
21710,0,iso_tsap,0.07,S0,0,0.07,157,12,0.05,1.0,dos
21711,18,eco_i,0.0,SF,0,0.0,1,153,1.0,0.0,probe
21712,3888,ftp_data,0.0,SF,0,0.04,10,56,0.34,0.0,normal
21713,276,ftp_data,0.0,SF,0,0.03,4,83,0.39,0.0,normal
21714,0,iso_tsap,0.06,S0,0,0.06,256,14,0.05,1.0,dos
21715,0,telnet,0.06,S0,0,0.07,105,8,0.03,1.0,dos
21716,0,private,0.06,S0,0,0.07,122,20,0.08,1.0,dos
21717,8,eco_i,0.0,SF,0,0.0,1,93,1.0,0.0,probe
21718,147,other,0.67,SF,0,0.53,3,3,0.01,0.0,normal
21719,30,eco_i,0.0,SF,0,0.0,1,91,1.0,0.0,normal
21720,0,bgp,0.05,S0,0,0.06,215,23,0.09,1.0,dos
21721,0,ctf,0.06,S0,0,0.07,266,9,0.04,1.0,dos
21722,0,systat,0.06,S0,0,0.07,104,4,0.02,1.0,dos
21723,1032,ecr_i,0.0,SF,0,0.15,511,193,0.76,0.0,dos
21724,0,name,0.39,S0,0,0.25,162,1,0.0,0.44,probe
21725,8,eco_i,0.0,SF,0,0.0,1,85,1.0,0.0,probe
21726,0,auth,0.05,S0,0,0.04,108,8,0.03,1.0,dos
21727,334,http,0.0,SF,4279,0.0,5,255,1.0,0.0,normal
21728,78,urp_i,0.29,SF,0,0.01,7,23,0.09,0.0,normal
21729,240,http,0.0,SF,379,0.0,10,255,1.0,0.0,normal
21730,325,http,0.0,SF,682,0.0,13,255,1.0,0.0,normal
21731,0,hostnames,0.07,S0,0,0.07,193,2,0.01,1.0,dos
21732,46,domain_u,0.0,SF,75,0.01,203,232,0.91,0.0,normal
21733,0,private,0.0,REJ,0,1.0,1,1,0.08,0.0,probe
21734,0,daytime,0.06,S0,0,0.07,271,11,0.04,1.0,dos
21735,1236,ftp,0.0,SF,2450,0.02,1,86,0.34,0.0,r2l
21736,308,http,0.0,SF,579,0.0,12,255,1.0,0.0,normal
21737,8,eco_i,0.0,SF,0,0.0,1,10,1.0,0.0,probe
21738,267,http,0.0,RSTO,2920,0.0,3,255,1.0,0.01,normal
21739,0,ftp_data,0.06,S0,0,0.09,259,1,0.0,1.0,dos
21740,1,other,0.0,RSTR,0,0.68,2,2,0.01,0.0,probe
21741,0,private,0.05,S0,0,0.05,255,19,0.07,1.0,dos
21742,0,private,0.06,S0,0,0.05,263,9,0.04,1.0,dos
21743,0,ftp_data,0.21,S0,0,0.02,14,63,0.25,1.0,dos
21744,8,eco_i,0.0,SF,0,0.0,1,35,1.0,0.0,probe
21745,44,domain_u,0.0,SF,140,0.01,75,254,1.0,0.0,normal
21746,1265,ftp,0.0,SF,2451,0.02,1,58,0.23,0.0,r2l
21747,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
21748,0,auth,0.05,S0,0,0.05,256,9,0.04,1.0,dos
21749,175,http,0.0,SF,1462,0.0,5,255,1.0,0.0,normal
21750,106,telnet,0.0,SF,2880,0.04,1,5,0.03,0.0,normal
21751,91,red_i,0.0,SF,0,0.02,5,5,0.04,0.0,normal
21752,303,http,0.0,SF,1719,0.0,8,255,1.0,0.01,normal
21753,0,courier,0.06,S0,0,0.06,114,10,0.04,1.0,dos
21754,206,http,0.0,SF,2118,0.0,12,255,1.0,0.0,normal
21755,0,private,0.06,S0,0,0.08,204,5,0.02,1.0,dos
21756,0,courier,0.07,S0,0,0.07,126,1,0.0,1.0,dos
21757,45,domain_u,0.01,SF,75,0.01,229,244,0.96,0.0,normal
21758,0,discard,0.07,RSTO,0,0.08,120,5,0.02,0.0,dos
21759,0,private,0.05,S0,0,0.06,249,12,0.05,1.0,dos
21760,0,Z39_50,0.05,S0,0,0.05,252,21,0.08,1.0,dos
21761,0,ftp_data,0.0,S0,0,0.04,6,57,0.22,1.0,dos
21762,0,efs,0.06,S0,0,0.07,77,15,0.06,1.0,dos
21763,44,domain_u,0.0,SF,76,0.01,174,250,0.98,0.0,normal
21764,192,http,0.0,SF,950,0.0,3,255,1.0,0.0,normal
21765,327,http,0.0,SF,943,0.0,23,255,1.0,0.0,normal
21766,330,http,0.0,SF,2152,0.0,25,39,1.0,0.0,normal
21767,0,netbios_ssn,0.07,S0,0,0.05,207,16,0.06,1.0,dos
21768,204,http,0.0,SF,283,0.0,4,255,1.0,0.0,normal
21769,45,domain_u,0.0,SF,79,0.01,93,254,1.0,0.0,normal
21770,0,http,0.0,RSTO,0,0.01,1,237,0.93,0.0,normal
21771,105,private,0.0,SF,147,0.0,1,4,1.0,0.0,normal
21772,45,domain_u,0.0,SF,129,0.0,59,255,1.0,0.0,normal
21773,0,http,0.0,S0,0,0.03,1,41,0.16,1.0,dos
21774,0,http,0.0,RSTO,0,0.01,1,242,0.95,0.0,normal
21775,205,http,0.0,SF,1108,0.0,4,255,1.0,0.01,normal
21776,297,http,0.0,SF,798,0.0,4,254,1.0,0.0,normal
21777,0,private,1.0,REJ,0,1.0,246,1,0.0,0.1,probe
21778,0,exec,0.06,S0,0,0.07,132,3,0.01,1.0,dos
21779,0,sunrpc,0.06,S0,0,0.07,202,14,0.05,1.0,dos
21780,0,netbios_dgm,0.05,S0,0,0.05,128,1,0.0,1.0,dos
21781,8,eco_i,0.0,SF,0,0.0,1,17,1.0,0.0,probe
21782,0,private,1.0,REJ,0,0.52,2,1,0.0,0.0,probe
21783,1570,smtp,0.0,SF,332,0.02,1,83,0.39,0.01,normal
21784,0,finger,0.05,S0,0,0.06,137,4,0.02,1.0,dos
21785,0,supdup,0.06,S0,0,0.06,162,13,0.05,1.0,dos
21786,44,domain_u,0.0,SF,133,0.01,182,253,0.99,0.0,normal
21787,0,systat,0.06,S0,0,0.07,296,19,0.07,1.0,dos
21788,298,http,0.0,SF,5931,0.0,6,255,1.0,0.0,normal
21789,0,private,0.06,REJ,0,0.07,54,5,0.02,0.0,dos
21790,28,private,0.0,SF,0,0.01,70,37,0.15,0.0,dos
21791,458,http,0.0,SF,6452,0.0,14,255,1.0,0.0,normal
21792,44,domain_u,0.0,SF,136,0.01,73,254,1.0,0.0,normal
21793,0,private,0.07,S0,0,0.07,213,14,0.05,1.0,dos
21794,45,domain_u,0.0,SF,111,0.0,1,229,1.0,0.0,normal
21795,0,rje,0.06,S0,0,0.08,282,20,0.08,1.0,dos
21796,0,finger,0.19,S0,0,0.04,21,28,0.24,0.98,dos
21797,1700,smtp,0.0,SF,441,0.05,1,84,0.33,0.31,normal
21798,1470,ftp_data,0.0,SF,0,0.06,4,51,0.41,0.01,normal
21799,0,private,0.06,S0,0,0.07,275,12,0.05,1.0,dos
21800,418,http,0.0,SF,6726,0.0,5,245,1.0,0.0,normal
21801,322,http,0.0,SF,1564,0.0,2,255,1.0,0.0,normal
21802,204,http,0.0,SF,2714,0.0,10,255,1.0,0.0,normal
21803,155,http,0.0,SF,3368,0.0,11,255,1.0,0.0,normal
21804,317,http,0.0,SF,6329,0.0,19,255,1.0,0.0,normal
21805,43,domain_u,0.0,SF,71,0.01,114,254,1.0,0.0,normal
21806,43,domain_u,0.0,SF,134,0.01,76,254,1.0,0.0,normal
21807,226,http,0.0,SF,7897,0.0,19,255,1.0,0.0,normal
21808,0,private,1.0,REJ,0,0.53,66,1,0.0,0.03,probe
21809,0,csnet_ns,0.09,S0,0,0.07,119,5,0.02,1.0,dos
21810,0,other,1.0,REJ,0,1.0,510,1,0.0,0.11,probe
21811,310,http,0.0,SF,9515,0.0,5,255,1.0,0.04,normal
21812,0,ftp,0.07,S0,0,0.08,261,4,0.02,1.0,dos
21813,1272,smtp,0.0,SF,367,0.03,1,128,0.61,0.0,normal
21814,305,http,0.0,SF,1832,0.0,19,255,1.0,0.0,normal
21815,147,other,0.0,SF,105,0.55,1,4,0.02,0.0,normal
21816,0,whois,0.07,S0,0,0.07,244,18,0.07,1.0,dos
21817,1,other,0.0,RSTR,0,0.74,2,2,0.01,0.0,probe
21818,233,http,0.0,SF,1380,0.02,6,237,0.93,0.01,normal
21819,0,private,0.07,REJ,0,0.1,136,6,0.1,0.0,dos
21820,313,http,0.0,SF,267,0.0,32,255,1.0,0.0,normal
21821,0,name,0.06,S0,0,0.07,232,2,0.01,1.0,dos
21822,126,telnet,0.0,RSTO,179,0.0,2,14,1.0,0.07,r2l
21823,0,private,0.05,S0,0,0.08,266,13,0.1,0.98,dos
21824,292,http,0.0,SF,8258,0.0,4,255,1.0,0.0,normal
21825,223,http,0.0,SF,337,0.0,2,255,1.0,0.0,normal
21826,1805,smtp,0.0,SF,333,0.02,1,167,0.56,0.01,normal
21827,965,ftp_data,0.0,SF,0,0.02,11,101,0.58,0.0,normal
21828,250,http,0.0,SF,270,0.02,2,237,0.93,0.01,normal
21829,217,http,0.0,SF,674,0.0,18,255,1.0,0.0,normal
21830,0,private,0.0,RSTR,0,0.28,1,1,0.0,0.0,probe
21831,0,http_443,0.06,S0,0,0.06,147,16,0.06,1.0,dos
21832,169,http,0.0,SF,3973,0.0,2,255,1.0,0.0,normal
21833,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
21834,0,private,0.06,S0,0,0.06,77,17,0.07,1.0,dos
21835,16787,ftp_data,0.22,SF,0,0.03,9,18,0.12,0.0,normal
21836,309,http,0.0,SF,2904,0.0,33,255,1.0,0.0,normal
21837,0,netbios_ns,0.06,S0,0,0.07,231,3,0.01,1.0,dos
21838,0,time,0.06,S0,0,0.07,282,19,0.07,1.0,dos
21839,209,http,0.0,SF,2312,0.0,6,235,1.0,0.0,normal
